Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
420,0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658
10827,0.3,Premium,D,SI1,58.8,57.0,4.44,4.4,2.6,662
14814,0.7,Very Good,G,VS2,61.9,55.0,5.63,5.71,3.51,2507
3746,0.51,Ideal,E,SI2,,56.0,5.12,5.14,3.18,1385
19071,0.59,Ideal,E,VVS1,60.7,57.0,5.41,5.45,3.29,3422
4515,0.7,Very Good,G,SI2,63.2,57.0,5.7,5.66,3.59,2117
13965,0.33,Ideal,F,VVS2,60.7,57.0,4.48,4.51,2.73,824
6416,0.7,Premium,H,VVS2,59.6,59.0,5.83,5.78,3.46,2717
22802,2.45,Very Good,H,SI2,63.5,58.0,8.7,8.58,5.49,11830
10454,0.31,Very Good,H,VS1,61.5,61.0,4.31,4.34,2.66,544
19245,0.25,Very Good,F,VS1,61.2,59.0,4.02,4.05,2.47,435
8180,0.52,Very Good,G,VVS1,61.1,58.0,5.19,5.22,3.18,2113
10163,0.72,Premium,G,VVS2,61.6,58.0,5.78,5.81,3.57,2720
26949,0.35,Ideal,D,SI1,61.6,56.0,4.53,4.49,2.78,827
13517,0.78,Ideal,I,VS2,60.9,57.0,5.97,5.92,3.62,2422
10583,0.31,Ideal,G,SI1,62.8,55.0,4.38,4.32,2.73,593
8529,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19,6132
3749,0.24,Very Good,E,VVS2,58.5,59.0,4.04,4.09,2.38,552
18494,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.36,2.71,872
15717,0.7,Premium,G,VS2,62.1,60.0,5.71,5.65,3.53,2314
25242,1.07,Premium,H,VS1,62.5,56.0,6.6,6.52,4.1,5764
20302,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
9494,1.5,Good,H,VS2,61.2,61.0,7.25,7.32,4.46,10291
20816,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4515
23764,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073
25602,0.7,Premium,G,VS2,61.3,58.0,5.74,5.68,3.5,2596
6444,0.56,Very Good,E,VS1,61.9,57.0,5.29,5.31,3.28,2037
14649,1.31,Very Good,I,SI2,62.7,58.0,6.88,6.94,4.33,5916
22007,0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27,1828
11555,1.11,Ideal,I,SI1,61.9,55.0,6.65,6.66,4.12,5329
19498,0.37,Very Good,F,SI1,62.3,59.0,4.57,4.61,2.86,616
77,0.59,Ideal,E,SI1,62.0,55.0,5.37,5.4,3.34,1664
11455,1.51,Premium,I,SI1,62.2,61.0,7.35,7.27,4.55,6756
20359,1.19,Premium,G,VS2,58.9,61.0,6.88,6.81,4.03,7397
21196,0.3,Ideal,E,VS2,61.5,55.0,4.34,4.31,2.66,844
4018,1.21,Premium,F,SI2,62.4,60.0,6.77,6.73,4.21,4310
6685,1.01,Ideal,G,VS2,60.4,61.0,6.45,6.5,3.91,6132
4758,1.0,Very Good,F,VS2,61.1,60.0,6.4,6.46,3.93,7343
23684,0.6,Good,F,SI1,57.1,61.0,5.68,5.57,3.21,1599
12252,0.5,Fair,E,SI1,61.7,68.0,5.09,5.03,3.12,1238
2619,0.9,Fair,D,SI2,66.9,57.0,6.02,5.9,3.99,2885
26753,1.16,Premium,F,VVS1,60.4,60.0,6.9,6.77,4.13,10809
25321,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
12564,0.38,Ideal,H,SI1,61.2,56.0,4.63,4.68,2.85,650
23358,0.56,Ideal,G,VVS2,60.7,56.0,5.33,5.32,3.23,2167
4300,2.05,Ideal,F,SI2,62.2,57.0,8.19,8.12,5.07,12743
1048,0.32,Ideal,G,VS1,62.3,54.0,4.39,4.37,2.73,828
24175,1.57,Very Good,D,SI1,62.3,59.0,7.39,7.44,4.62,12304
18307,0.94,Premium,E,SI2,60.4,59.0,6.34,6.37,3.84,3825
6734,1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4515
23648,0.55,Premium,F,SI1,60.7,57.0,5.3,5.27,3.21,1415
12876,0.5,Good,G,SI1,62.5,64.0,4.93,4.99,3.1,1197
5617,1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
1976,2.03,Premium,G,I1,61.1,58.0,8.11,8.06,4.94,6377
23470,0.31,Premium,I,VS2,61.1,58.0,4.38,4.36,2.67,558
19120,0.7,Premium,I,VS1,62.4,59.0,5.64,5.55,3.49,2394
17396,1.01,Good,D,VS1,63.1,59.0,6.34,6.37,4.01,7955
3874,1.1,Very Good,G,SI1,62.3,58.0,6.55,6.61,4.1,4997
2259,2.09,Very Good,H,SI1,61.1,56.0,8.23,8.3,5.05,18392
11159,0.38,Very Good,D,VS1,59.5,61.0,4.66,4.69,2.78,921
14967,1.1,Very Good,I,VS1,60.2,59.0,6.67,6.71,4.03,5082
14827,1.52,Very Good,G,VVS2,62.9,59.0,7.25,7.29,4.57,15265
2372,0.9,Good,D,SI2,64.0,59.0,6.04,6.09,3.88,4078
12384,0.35,Premium,F,VS1,60.5,58.0,4.59,4.57,2.77,984
8148,0.72,Very Good,J,VS1,62.2,59.9,5.67,5.69,3.53,1914
21743,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
13458,1.09,Ideal,J,SI2,62.0,55.0,6.58,6.64,4.1,5034
17998,0.35,Ideal,D,VS1,60.8,57.0,4.61,4.57,2.79,952
6141,0.35,Premium,G,SI1,60.3,60.0,4.57,4.59,2.76,522
23508,0.73,Ideal,G,VS2,60.2,55.0,5.85,5.9,3.54,3389
20078,1.7,Ideal,I,VS2,61.7,56.0,7.72,7.64,4.74,11360
6704,0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43,1802
9360,1.02,Ideal,I,SI1,61.3,57.0,6.47,6.49,3.97,4685
5885,0.34,Very Good,E,SI1,62.9,56.0,4.45,4.48,2.81,596
8802,0.31,Premium,G,VVS2,62.9,58.0,4.3,4.28,2.7,907
2984,1.03,Good,E,VS1,63.3,59.0,6.4,6.45,4.07,7251
18070,0.34,Ideal,F,SI2,60.1,56.0,4.54,4.55,2.73,447
18168,0.44,Ideal,G,VVS1,60.3,57.0,4.92,4.96,2.98,1207
16444,0.4,Very Good,F,VS1,61.3,54.0,4.8,4.83,2.95,890
12825,0.7,Very Good,G,VVS2,61.8,60.0,5.63,5.69,3.5,2936
8515,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,863
8508,2.01,Good,I,VS2,64.3,60.0,7.91,7.86,5.07,11954
26114,0.5,Ideal,J,VS2,61.6,57.0,5.08,5.12,3.14,1099
19544,0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1100
19841,0.77,Good,F,SI1,63.2,57.0,5.82,5.85,3.69,2642
18086,0.37,Premium,F,VS2,59.7,59.0,4.64,4.68,2.78,746
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
25523,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,1815
19064,0.3,Ideal,I,VVS1,62.1,54.0,4.29,4.31,2.67,540
2225,0.33,Ideal,G,VVS1,61.4,55.0,4.46,4.48,2.74,820
4778,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1624
13284,0.33,Ideal,H,VS2,60.7,57.0,4.45,4.48,2.71,521
15844,0.32,Premium,D,SI1,62.3,55.0,4.42,4.38,2.74,756
17133,1.24,Ideal,H,SI2,62.0,56.0,6.9,6.87,4.27,5902
7739,0.52,Very Good,H,VS2,63.5,58.0,5.12,5.11,3.25,1385
9670,0.31,Ideal,G,VVS1,61.9,55.0,4.38,4.41,2.72,789
11918,0.3,Ideal,D,SI2,61.1,55.0,4.32,4.35,2.65,447
23950,1.03,Ideal,E,SI1,62.1,56.0,6.43,6.48,4.01,5476
24879,1.24,Ideal,G,VS1,60.1,58.0,7.03,6.97,4.21,9123
17096,1.07,Ideal,G,SI1,61.7,54.0,6.59,6.61,4.07,5532
18448,0.32,Good,D,SI1,63.1,56.0,4.34,4.38,2.75,589
22165,0.5,Ideal,E,VS1,62.3,55.0,5.12,5.09,3.18,1724
6103,1.01,Very Good,D,SI2,59.8,57.0,6.51,6.57,3.91,4260
11887,1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7742
19344,0.7,Very Good,E,SI2,,59.0,5.7,5.75,3.46,2453
20000,0.7,Good,D,SI2,59.3,64.0,5.8,5.76,3.43,2312
3445,0.3,Ideal,E,VS2,61.5,55.0,4.4,4.32,2.68,844
21847,0.71,Ideal,G,VVS2,61.5,57.0,5.73,5.75,3.53,2893
20905,0.9,Premium,D,SI1,62.4,61.0,6.17,6.13,3.84,4612
18325,0.39,Ideal,F,VS1,62.2,56.0,4.7,4.63,2.9,1024
25754,0.32,Premium,E,VVS1,60.5,58.0,4.42,4.47,2.69,954
23998,1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68,15318
351,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257
26759,1.01,Ideal,J,SI1,62.9,56.0,6.4,6.35,4.01,3818
17057,0.4,Ideal,F,VS2,62.0,57.0,4.74,4.68,2.92,1080
26901,1.1,Ideal,F,SI2,60.4,55.0,6.73,6.77,4.08,4809
4914,1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,4990
2977,1.52,Ideal,G,VS2,61.3,59.0,7.35,7.4,4.52,12161
3696,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,1965
5435,0.55,Ideal,I,VS1,62.5,57.0,5.19,5.25,3.26,1297
21094,1.01,Good,F,VVS2,63.6,60.0,6.31,6.36,4.03,6932
2777,0.75,Very Good,H,VS1,59.3,59.0,5.87,6.0,3.52,2513
23495,0.5,Ideal,G,VVS1,62.7,57.0,5.1,5.07,3.19,2070
4158,0.72,Very Good,H,SI2,,56.0,5.75,5.8,3.52,1953
20877,0.79,Very Good,G,SI2,63.4,60.0,5.83,5.77,3.68,1809
24962,1.0,Premium,F,SI2,60.2,58.0,6.47,6.42,3.88,3584
22666,1.01,Very Good,D,VVS2,63.6,59.0,6.25,6.32,4.0,9451
18431,0.3,Ideal,F,VS2,61.4,57.0,4.36,4.34,2.67,776
24549,0.72,Premium,F,SI1,61.7,59.0,5.74,5.7,3.53,2492
8991,1.5,Very Good,F,SI2,63.1,63.0,7.27,7.21,4.57,8702
2272,0.61,Premium,H,VS2,62.8,59.0,5.44,5.3,3.37,1719
21975,1.5,Premium,G,VS1,60.2,58.0,7.41,7.38,4.45,13720
5139,0.51,Ideal,E,SI2,63.0,56.0,5.14,5.12,3.23,1170
26067,0.62,Ideal,E,SI1,61.5,57.0,5.44,5.49,3.36,1749
22615,1.16,Very Good,H,VS2,63.0,57.0,6.64,6.66,4.19,5537
14755,0.3,Ideal,E,VVS2,61.9,58.0,4.28,4.32,2.66,766
12490,0.71,Very Good,J,SI2,60.7,61.0,5.75,5.81,3.51,1805
365,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976
2546,1.5,Premium,H,SI2,62.1,58.0,7.31,7.21,4.51,6458
11339,0.9,Good,E,IF,63.6,56.0,6.11,6.02,3.86,6804
19903,0.51,Very Good,E,VS2,63.1,57.0,5.12,5.08,3.22,1662
19126,0.26,Very Good,D,VVS2,60.4,59.0,4.15,4.19,2.52,597
21544,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1155
21783,1.15,Good,H,SI1,60.2,61.0,6.74,6.84,4.09,5005
25402,0.39,Premium,F,VS1,62.0,56.0,4.72,4.64,2.9,1010
22134,1.01,Good,I,VS2,62.5,59.0,6.3,6.37,3.96,4239
16879,0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54,2818
17186,1.55,Ideal,I,VVS2,61.3,59.0,7.41,7.46,4.56,11430
14512,0.9,Good,G,SI1,64.1,59.4,6.04,6.08,3.88,3816
22221,0.6,Ideal,G,VS1,61.6,56.0,5.44,5.47,3.36,2131
18087,0.87,Ideal,H,SI2,63.0,57.0,6.07,6.02,3.81,2307
9164,1.2,Premium,H,SI2,,58.0,6.76,6.81,4.24,5280
9292,0.32,Very Good,H,VS2,62.4,58.0,4.33,4.36,2.71,505
20705,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
25185,0.74,Ideal,I,VS2,61.5,57.0,5.81,5.86,3.59,2459
20582,0.35,Ideal,D,SI2,62.2,56.0,4.55,4.52,2.82,669
8294,0.74,Ideal,F,VVS2,61.5,55.0,5.85,5.82,3.59,3879
21135,0.7,Ideal,D,VS2,61.4,55.0,5.71,5.75,3.52,3360
15860,0.4,Premium,D,SI2,59.9,60.0,4.78,4.74,2.85,855
3792,0.4,Premium,H,VS1,62.7,58.5,4.7,4.74,2.96,793
754,0.91,Very Good,I,VS2,63.0,58.0,6.07,6.15,3.85,3340
24778,0.3,Good,E,VS2,64.2,57.0,4.24,4.13,2.69,619
21352,0.91,Premium,E,SI1,61.9,61.0,6.14,6.11,3.79,3961
15932,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,876
6389,0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14,2199
4360,0.93,Very Good,I,VS1,62.6,59.0,6.17,6.2,3.87,4033
15730,0.76,Very Good,J,VS2,59.9,59.0,5.92,5.94,3.55,1949
3205,0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,1846
16449,1.0,Very Good,E,VVS2,59.5,59.0,6.54,6.58,3.9,9139
26073,1.5,Premium,D,SI1,61.6,59.0,7.4,7.3,4.53,13445
1224,0.3,Good,G,VVS1,63.5,57.0,4.23,4.27,2.7,789
9608,1.51,Premium,G,VS2,62.7,58.0,7.31,7.2,4.55,12872
9604,1.58,Ideal,E,VS2,62.7,56.0,7.45,7.55,4.7,15579
8084,1.6,Premium,E,SI2,59.4,59.0,7.61,7.55,4.5,10483
25158,0.31,Premium,D,SI2,61.8,60.0,4.37,4.33,2.69,593
26044,0.35,Ideal,D,SI2,61.8,57.0,4.57,4.53,2.81,669
2126,0.31,Ideal,H,VVS2,62.2,57.0,4.32,4.36,2.7,625
24086,0.25,Good,E,VVS1,61.3,61.0,4.04,4.08,2.49,575
387,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882
2228,0.44,Ideal,E,VVS2,60.9,57.0,4.9,4.95,3.0,1274
14490,0.9,Premium,D,SI1,61.2,60.0,6.19,6.14,3.77,4304
12785,0.9,Very Good,E,SI2,59.9,57.0,6.25,6.34,3.77,4288
18605,0.63,Very Good,G,VS1,59.9,57.0,5.57,5.62,3.35,2241
2523,0.51,Premium,E,VS2,61.6,58.0,5.18,5.15,3.18,1567
13326,1.01,Premium,G,SI2,63.0,59.0,6.38,6.32,4.0,3923
14940,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2176
21354,0.4,Ideal,I,SI2,61.3,56.0,4.76,4.79,2.93,612
353,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217
10489,0.32,Ideal,G,VS2,61.8,55.0,4.43,4.41,2.73,720
17604,0.74,Ideal,E,VVS2,61.9,57.0,5.79,5.81,3.59,3633
22884,1.01,Ideal,G,VS1,62.0,57.0,6.44,6.36,3.97,6504
12105,1.02,Very Good,G,VS2,61.9,54.0,6.45,6.48,4.0,6569
15068,0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55,2028
16120,1.01,Premium,H,VS2,58.1,60.0,6.61,6.55,3.82,4348
25683,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5,2393
997,0.5,Very Good,E,VVS2,59.1,61.0,5.19,5.23,3.08,2106
9957,0.3,Ideal,H,VS1,62.4,55.0,4.32,4.34,2.7,545
519,0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69,779
25684,1.05,Fair,H,SI2,64.8,55.0,6.39,6.32,4.12,2717
6774,0.9,Very Good,I,VS2,63.3,58.0,6.07,6.13,3.86,3519
26010,1.01,Premium,I,VS2,62.5,58.0,6.44,6.39,4.01,4676
5896,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,3528
25601,0.51,Premium,E,SI1,58.2,61.0,5.27,5.22,3.05,1340
8632,0.23,Very Good,E,VVS2,61.4,55.0,3.92,3.99,2.43,458
9556,0.51,Very Good,D,VS2,63.1,58.0,5.13,5.08,3.22,1793
3349,1.34,Very Good,H,SI1,61.6,59.0,7.04,7.09,4.35,7655
7972,1.07,Very Good,E,SI1,60.4,63.0,6.67,6.6,4.01,4314
3150,1.59,Premium,J,VS2,62.6,59.0,7.45,7.43,4.66,7953
16716,0.68,Good,F,VS1,60.0,60.8,5.67,5.71,3.41,2516
17958,0.76,Premium,E,SI2,60.0,59.0,5.94,5.9,3.55,2399
14748,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,2792
20323,0.58,Ideal,G,VS1,62.6,54.0,5.3,5.34,3.33,1884
15313,1.7,Very Good,J,SI1,61.9,59.0,7.59,7.64,4.71,8870
25346,0.54,Ideal,I,VVS1,62.7,57.0,5.22,5.14,3.25,1681
10960,0.76,Premium,H,VVS2,59.6,57.0,5.91,5.86,3.51,2792
24493,0.31,Ideal,F,VS1,60.6,56.0,4.39,4.42,2.67,680
13715,1.01,Very Good,G,SI2,62.0,58.0,6.41,6.46,3.99,3682
2473,1.02,Good,D,SI2,64.1,58.0,6.25,6.32,4.03,4459
14372,0.32,Ideal,G,VVS2,61.9,57.0,4.38,4.41,2.72,730
18445,0.3,Very Good,F,VS2,62.9,57.0,4.26,4.29,2.69,605
18500,0.98,Ideal,G,SI1,62.3,56.0,6.37,6.34,3.96,4665
18989,0.36,Ideal,D,VS2,61.8,55.0,4.58,4.61,2.84,800
22701,0.31,Ideal,G,VS1,62.9,57.0,4.32,4.3,2.71,802
24232,0.25,Ideal,H,VVS1,62.5,56.0,4.06,4.03,2.53,577
6239,2.09,Ideal,H,SI1,60.6,57.0,8.34,8.29,5.04,14383
9235,1.02,Ideal,G,I1,61.5,56.0,6.49,6.46,3.98,3382
23643,0.55,Ideal,F,VS2,61.3,54.0,5.27,5.33,3.25,1649
19733,1.19,Ideal,H,VS2,,59.0,6.82,6.73,4.21,6662
13616,0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1095
6560,0.32,Ideal,E,VS1,62.3,54.0,4.37,4.4,2.73,825
3645,0.7,Ideal,G,SI1,60.9,57.0,5.79,5.77,3.52,2415
1131,2.05,Very Good,H,VS2,61.8,60.0,8.14,8.19,5.05,18152
16108,0.53,Ideal,G,SI1,63.0,54.0,5.18,5.14,3.25,1273
12294,0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,1666
18689,0.32,Ideal,F,VVS1,61.7,56.0,4.4,4.42,2.72,926
11747,0.9,Premium,E,VS2,59.5,58.0,6.33,6.28,3.75,5312
20739,1.71,Premium,J,SI1,62.9,58.0,7.64,7.58,4.79,8848
18708,0.34,Premium,G,VS2,61.0,58.0,4.46,4.49,2.73,596
4976,0.41,Very Good,D,VS2,59.2,58.0,4.83,4.87,2.87,995
11505,0.5,Fair,H,SI1,62.3,60.0,5.09,5.06,3.16,1078
9022,0.4,Ideal,G,VVS1,61.7,57.0,4.75,4.78,2.94,967
11408,1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,6976
9391,0.32,Premium,H,VS1,62.8,58.0,4.37,4.35,2.74,720
5411,0.53,Ideal,D,SI1,62.0,57.0,5.23,5.19,3.23,1683
20919,1.52,Premium,F,SI2,62.3,59.0,7.37,7.33,4.58,8342
23213,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,373
14205,0.7,Good,E,VS2,63.0,61.0,5.51,5.64,3.51,2394
12237,0.71,Ideal,D,VS1,62.2,55.0,5.71,5.74,3.56,3192
15815,1.06,Ideal,H,SI1,61.7,56.0,6.58,6.55,4.05,5188
21793,0.7,Premium,F,VVS1,61.8,60.0,5.67,5.63,3.49,3348
13253,1.21,Ideal,E,SI1,61.9,57.0,6.88,6.79,4.23,7424
21684,1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,11227
19414,0.73,Premium,G,VS2,60.7,58.0,5.87,5.82,3.55,2770
6023,2.2,Ideal,J,VS2,61.6,57.0,8.34,8.39,5.15,15384
1367,1.52,Fair,G,VS2,55.2,66.0,7.72,7.67,4.26,10623
3877,0.81,Ideal,F,VS1,62.3,55.0,5.97,6.0,3.73,4412
14909,1.22,Ideal,H,VS1,62.6,56.0,6.83,6.87,4.29,8167
12018,0.7,Very Good,G,VS1,59.3,62.0,5.74,5.8,3.42,2473
15045,0.9,Very Good,F,SI1,59.8,54.0,6.25,6.32,3.76,4054
2435,1.0,Premium,F,VS2,62.6,60.0,6.37,6.29,3.96,6468
7320,0.71,Ideal,F,SI1,61.3,57.0,5.72,5.79,3.53,2699
14893,0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
1234,0.7,Very Good,E,SI2,60.2,64.0,5.67,5.7,3.42,1964
16874,0.4,Very Good,G,VS1,63.4,56.0,4.72,4.68,2.98,1005
21646,0.71,Good,I,VVS2,63.1,58.0,5.64,5.71,3.58,2428
21256,1.76,Very Good,H,VS2,62.2,60.0,7.68,7.72,4.79,13503
2803,0.31,Premium,E,SI1,59.3,59.0,4.42,4.48,2.64,544
21339,0.33,Very Good,G,SI1,61.6,57.0,4.42,4.45,2.73,492
295,0.54,Ideal,G,VVS2,61.0,56.0,5.25,5.3,3.22,1985
97,0.9,Ideal,G,VVS1,61.6,57.0,6.24,6.16,3.82,5564
11071,0.4,Ideal,G,VS2,62.3,57.0,4.7,4.71,2.93,807
19697,0.59,Very Good,G,VS2,61.1,57.0,5.4,5.43,3.31,1664
14956,0.43,Ideal,G,VVS2,61.9,55.0,4.86,4.84,3.0,1129
424,0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949
8922,0.52,Ideal,G,VS1,61.8,55.0,5.17,5.21,3.21,1689
22100,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,2573
23035,0.91,Good,I,SI2,57.9,60.0,6.46,6.39,3.72,3061
2522,0.76,Very Good,H,SI1,60.9,55.0,5.92,5.94,3.61,2838
14395,0.31,Ideal,H,VVS1,60.8,55.0,4.42,4.39,2.68,942
9983,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.68,3.58,3064
4545,0.71,Ideal,D,VS2,62.5,55.0,5.71,5.74,3.58,3217
16200,1.04,Very Good,I,SI2,59.6,57.0,6.6,6.62,3.94,3603
25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
10432,0.91,Premium,E,SI2,61.1,59.0,6.2,6.24,3.8,3703
15314,0.33,Premium,G,VS2,60.9,56.0,4.5,4.46,2.73,743
15176,1.14,Ideal,G,VS1,62.3,56.0,6.73,6.7,4.18,7948
25812,0.36,Premium,E,VVS2,61.7,59.0,4.52,4.56,2.8,859
26606,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89,702
16387,1.57,Very Good,I,VS1,62.7,58.0,7.41,7.43,4.65,10682
222,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,8505
26674,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,15840
12819,0.36,Premium,E,SI1,60.8,59.0,4.59,4.56,2.78,810
3737,1.0,Very Good,D,VS2,59.8,60.0,6.46,6.49,3.87,7281
3991,1.01,Premium,H,VS2,61.0,61.0,6.47,6.39,3.92,5190
25066,0.88,Good,I,SI1,60.2,64.0,6.18,6.22,3.73,2558
16708,0.53,Very Good,G,SI1,61.6,57.0,5.18,5.21,3.2,1336
7937,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,1356
9400,0.32,Ideal,H,VVS1,61.6,55.0,4.4,4.43,2.72,730
17327,0.3,Ideal,F,VS2,62.3,57.0,4.33,4.3,2.69,776
19936,0.29,Very Good,H,SI2,60.7,60.0,4.33,4.37,2.64,404
3735,1.13,Ideal,D,VVS2,61.7,57.0,6.68,6.65,4.11,12261
806,0.41,Ideal,E,VVS2,62.0,56.0,4.72,4.76,2.94,1187
14514,0.44,Ideal,D,SI1,61.6,56.0,4.9,4.93,3.03,838
17739,1.09,Ideal,G,VS1,62.1,55.1,6.57,6.63,4.1,7487
26500,1.06,Very Good,F,VS2,62.2,57.0,6.53,6.58,4.08,6823
4086,1.01,Good,F,SI2,61.5,61.0,6.33,6.38,3.91,3895
21226,0.32,Very Good,G,VS2,62.0,59.0,4.37,4.41,2.72,561
9885,1.03,Ideal,G,VS1,62.0,57.0,6.45,6.48,4.0,7119
8003,1.07,Good,G,SI1,63.1,59.0,6.45,6.49,4.08,4861
14673,0.62,Premium,G,VS1,62.9,58.0,5.41,5.37,3.39,1770
26162,1.24,Premium,D,VS2,59.3,58.0,7.09,7.03,4.19,9916
2811,1.03,Fair,G,SI1,66.1,56.0,6.26,6.2,4.12,3052
3591,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,709
18728,0.53,Ideal,E,VS2,62.0,56.0,5.29,5.2,3.25,1956
458,1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694
9347,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6485
5286,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
10690,0.55,Premium,G,SI2,61.8,56.0,5.28,5.23,3.25,1280
22604,0.3,Good,G,VS1,63.1,56.0,4.24,4.26,2.68,605
3128,0.3,Ideal,D,SI2,60.2,56.0,4.37,4.4,2.64,447
24256,1.21,Ideal,G,VS1,62.5,55.0,6.79,6.8,4.25,8020
6761,1.14,Premium,F,VVS1,60.8,58.0,6.79,6.74,4.11,10878
13083,1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,4943
12028,0.33,Ideal,E,VVS1,61.8,57.0,4.43,4.4,2.73,1052
16584,0.37,Premium,G,VS2,61.2,60.0,4.63,4.58,2.82,833
21497,0.9,Very Good,H,VS1,62.3,59.0,6.12,6.17,3.83,4592
11288,1.04,Very Good,F,SI1,59.7,59.0,6.67,6.56,3.95,5152
17101,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,583
3585,0.31,Ideal,F,VVS2,61.6,55.0,4.35,4.38,2.69,917
21294,0.28,Ideal,F,VVS2,61.8,56.0,4.22,4.26,2.62,642
1202,0.34,Premium,G,VVS1,61.5,59.0,4.5,4.47,2.76,1122
9638,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,16970
1838,0.74,Ideal,I,VS1,60.7,55.0,5.84,5.88,3.56,2609
14099,1.11,Ideal,H,SI2,63.5,60.0,6.58,6.49,4.15,4538
5224,0.9,Premium,I,VS1,61.2,61.0,6.2,6.15,3.78,3484
8607,1.0,Ideal,D,IF,60.7,57.0,6.44,6.48,3.92,16469
4042,0.39,Ideal,G,IF,61.4,54.0,4.71,4.73,2.9,1200
24064,0.42,Ideal,E,VS2,62.3,55.0,4.83,4.77,2.99,1024
11738,1.18,Very Good,J,SI2,63.5,57.0,6.68,6.74,4.26,4294
10246,0.33,Ideal,G,IF,61.6,56.0,4.48,4.45,2.75,1052
11059,0.32,Ideal,G,IF,61.8,55.0,4.42,4.45,2.74,918
8271,1.23,Ideal,G,VVS2,60.3,57.0,6.98,6.97,4.21,10304
13463,0.9,Very Good,G,VS2,61.9,56.0,6.17,6.23,3.84,4269
9918,0.3,Ideal,E,VS1,62.5,54.0,4.27,4.32,2.69,703
13429,0.41,Ideal,D,VS1,62.4,56.0,4.75,4.8,2.98,1105
13418,0.35,Very Good,H,SI1,63.1,58.0,4.51,4.46,2.83,630
